text,label
i could not even feel anything i was so stunned,5
i feel about it i am amazed how much pleasure i get from watching little kids sprint past my house to look at the books,5
i dislike meeting my relatives amp getting questions i feel there just curious about and not concern,5
i feel amazed at his knowledge in bible,5
i sometimes feel a little apprehensive about posting my drawings,4
i have about half an hour of ends to sew in and my little win would be done but i feel too irritated to start it,3
i look at redbrick i feel like the most horrible person for being mad at him,0
i feel dazed floating buoyed deteriorated elevated halfway full bright and cold and when i think about how near the end is i think i can almost make it almost not fuck up everything irrecoverably,5
i feel your pain at the innocent lives taken in this warfare,1
i know it should t feel unsuccessful but the only way to come back and make that be the right decision would be to come back and win a super bowl,0
